69.033127	51995.153154
70.036525	3825.726518
70.064595	5219.293858
71.012313	5703.281738
71.048603	8741.101055
72.080481	3580.972779
73.027979	25763.991043
74.031470	1715.589696
74.059578	5363.340118
74.095028	969.820354
75.043603	25729.531777
76.047754	902.548480
76.075182	1099.554309
77.038333	13022.794082
78.038663	1633.833712
79.019444	1993.121096
79.053988	17056.542289
80.049466	24357.468668
81.033329	343641.132336
81.063462	14334.331727
81.105663	8114.511487
81.159939	3953.176474
81.210938	2126.864673
82.036809	20930.515755
82.065066	31503.983857
83.012650	7434.557502
83.049344	99248.823573
83.126553	2053.919823
84.020981	2251.299273
84.044836	40283.613770
84.080593	22239.345935
85.028292	377519.569548
85.056885	16049.258506
85.101750	8050.284662
85.159578	4288.117230
85.208776	2448.944474
86.032096	16486.935337
86.059931	48293.432668
86.095562	8633.283154
87.007398	7566.933314
87.043821	57161.736710
88.045909	2754.890582
89.022994	13581.533042
89.055511	1044.084929
90.054630	4605.912288
90.090919	39861.072431
91.053298	29450.619664
91.093647	3865.907239
92.056168	2857.921319
93.033084	59706.768040
93.068868	12471.823003
94.036646	5700.567904
94.064854	20970.436718
95.012413	19311.730771
95.049685	70242.270931
95.084541	16232.842136
96.019343	4435.256597
96.044058	126950.772773
96.080032	22837.708587
96.120747	5143.890219
97.027873	1137850.047062
97.059514	50695.473531
97.105909	24718.247656
97.166979	12013.950084
97.219172	7011.260816
97.284104	4591.911053
97.343628	2806.155684
97.379722	1700.820359
97.485719	794.600536
98.031516	67933.568941
98.059823	33754.998642
98.095846	6912.864288
99.007324	8644.715394
99.043581	380591.507753
99.074155	8211.427643
99.092297	5160.775080
99.123322	8498.270969
99.184623	4496.575343
99.239240	2269.534663
100.046736	28903.227693
100.075362	53625.273337
100.110166	4620.603008
101.023489	25938.125369
101.059173	38678.073312
102.055187	20445.806761
102.090927	24619.120905
102.125196	1340.999907
103.039689	208335.895033
103.051990	325065.181534
103.086986	11718.470829
103.129788	10523.286082
103.189979	5255.563572
103.244383	2802.854404
104.064226	60676.101784
104.106422	5508.388631
105.033509	77204.024953
105.069662	82732.487132
105.102936	3908.946568
105.154449	2271.026569
106.037719	9322.018174
106.071535	10465.171687
107.049058	81153.244537
107.084731	12713.648645
107.126348	2975.355184
108.048054	13772.204849
108.081307	8043.780552
109.028350	438298.147529
109.064102	31037.352830
109.101381	26339.803255
109.174932	5718.246372
109.231067	3064.211018
109.401196	768.632393
110.032757	38742.726512
110.060281	57562.364368
110.097114	10173.071939
111.008073	1597.229728
111.044095	257981.389623
111.080984	17134.061963
111.122420	7310.342608
111.190252	3174.272474
112.017761	2326.507799
112.049048	60378.722233
112.076225	35011.819956
112.111114	6073.158950
113.023418	375356.520910
113.060972	71078.511574
113.102659	12214.991729
113.168589	5540.593684
113.227736	3096.743889
114.028531	33452.413167
114.056575	23047.663559
114.091182	11280.425371
114.125323	2783.284530
115.038908	1828580.947895
115.071306	35210.722615
115.091664	14184.075181
115.126530	37219.381674
115.191855	17617.056079
115.247940	10817.624719
115.318140	6000.465378
115.382087	4481.902472
115.422004	2800.296356
115.451710	2745.656155
115.537955	1109.277678
115.567611	1347.942943
116.042488	105880.321626
116.070486	29778.989409
116.106717	10066.559687
117.054271	138150.371459
117.089031	7534.177052
117.137848	3432.325212
118.058821	13992.828812
118.085817	6696.848155
119.049159	68267.713039
120.057942	22391.777432
121.029716	11259.188701
121.064942	35439.111224
121.100941	9045.589955
122.030846	4055.347211
122.061297	21061.363328
122.098168	3838.772875
123.007838	17188.065938
123.045603	176534.450264
123.080958	14921.670625
123.117376	11148.167945
124.049810	69677.835287
124.075654	31980.943411
124.112841	7493.585490
125.023713	51369.545287
